,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
ASNS,1.93709848540727e-08,1.51522285623623e-07,2.74540534726728e-07,1.84470202499505e-07,1.49870831405769e-07,5.03008752130342e-08,3.31103289108875e-07,1.04422201980099e-07,3.7361408671802e-07,0,2.5321663524003e-06,0,2.45370248400859e-07,1.85336428589062e-07
LMTK2,1.49367369063377e-08,0,0,0,0,0,0,4.99299760425755e-07,0,0,1.81843403690828e-07,0,0,1.31491748878163e-07
TECPR1,5.57410391414601e-09,1.42390430321486e-08,0,0,0,5.82863008370637e-09,1.1555516178531e-08,0,2.55483377064427e-08,0,0,0,0,0
BRI3,1.99041199503614e-07,2.52306108731085e-08,8.28688188582556e-08,0,6.8713618086161e-09,1.05597090332022e-07,1.87518076587968e-08,3.65627480546134e-08,1.0402148950823e-08,1.45849242299227e-08,8.3199146206672e-09,6.81946724460754e-08,1.81800324157825e-08,7.45449470685666e-08
TRRAP,2.00768184368433e-08,0,5.58447834594128e-08,2.24861202924938e-08,3.22583936624206e-08,1.15034238359611e-08,4.95585961000557e-08,0,0,0,0,0,0,1.33169818741187e-08
AC004893.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMURF1,8.96085152065268e-10,1.26006619276378e-09,0,0,0,7.07936696933779e-10,0,0,0,0,0,0,0,6.85405734972386e-10
ARPC1A,1.3236684650672e-08,4.39046160515268e-09,1.6599014820637e-08,4.81676359575046e-09,6.07643293260692e-09,6.86423284483486e-09,3.32333278958973e-09,4.82472891056232e-09,8.93932776223436e-10,5.93522013325878e-09,4.25952337399054e-09,7.91925064890749e-09,5.90251914471214e-09,1.54390171117321e-08
ARPC1B,1.33929140487906e-06,6.94926298283809e-07,1.76584776991179e-06,5.37313572096743e-07,5.8685165928701e-07,1.5105412817278e-06,8.5401549454594e-07,1.6617319373225e-07,5.01429710037429e-07,6.84165925137408e-07,4.52930384130387e-07,1.07626680946361e-06,5.03033918450329e-07,1.12744126731898e-06
PDAP1,5.45897485488562e-09,8.19838645380438e-09,1.15145671571206e-08,1.04264624890047e-08,1.7072387174789e-08,1.12724270138825e-08,1.19404558918909e-08,4.12942908176324e-09,1.36636443996357e-08,0,2.90405635674199e-08,1.66867888979911e-08,1.57601693562928e-08,9.24005448449514e-09
BUD31,3.08541388244393e-08,1.7587456868077e-08,4.35880574286428e-08,2.6758367007063e-08,2.80508750858461e-08,2.96316070089955e-08,1.63579120517911e-08,6.55794752900007e-08,1.28199879586078e-08,1.3114279316857e-08,3.50729892358748e-08,3.3478349643457e-08,2.78151506480574e-08,2.3161448217721e-08
PTCD1,0,6.49692114550991e-10,0,0,1.49670348906005e-09,0,3.98453318758465e-09,0,1.74468493040165e-09,0,3.38212315814198e-09,0,0,0
CPSF4,7.32166433085311e-10,1.83106997885012e-09,4.03142699809407e-09,4.1510427098902e-09,4.0385175485317e-09,3.07649066395911e-09,2.69360031470822e-09,3.99394238413313e-09,1.43015147092924e-09,0,1.14040914955606e-08,6.35303835489246e-09,5.37395492261822e-09,3.2199057606794e-09
ATP5J2,1.89692940738408e-06,1.86034044909583e-06,3.37277552432423e-06,2.1833058912184e-06,2.91956323216562e-06,2.03136019876496e-06,2.12782864643347e-06,1.68187454566839e-06,1.48842878188468e-06,1.44194145970128e-06,3.9823270799398e-06,3.80394500069195e-06,1.31490885118887e-06,2.66958750994472e-06
ZNF789,1.27555251691942e-08,4.25217345948303e-08,0,6.88184779022096e-08,0,0,0,0,0,0,1.94376742464607e-07,8.18981647116884e-08,0,0
ZNF394,3.22496514789162e-09,3.43930512473907e-09,3.3138245602888e-09,3.78779653871594e-09,1.40397870806477e-09,1.22768576748394e-09,1.71161936806669e-09,1.6240600929939e-08,3.03093804479763e-09,7.28934578485323e-09,3.38573199014461e-09,4.41456920190448e-09,2.11946285130475e-09,2.72887806405034e-09
ZKSCAN5,8.41228175754879e-11,3.48380444009163e-10,1.6011564517154e-10,2.45530679347186e-10,0,0,0,2.09732916797894e-10,0,0,1.68945724366992e-10,0,0,1.40672185049381e-10
FAM200A,1.61091696770186e-10,3.58660157401487e-10,2.58567965387973e-10,0,9.93896321020827e-10,6.56865374516617e-10,7.03130662262729e-10,4.34625411772372e-10,1.15174294458826e-09,1.01086895526264e-09,2.56230897191156e-10,3.44277109301339e-10,0,0
ZNF655,5.98706363425378e-08,3.77265566417574e-08,7.1315137175703e-08,5.28323160666411e-08,4.00382219343806e-08,5.42250274935171e-08,2.44600547161531e-08,5.93420956198002e-08,2.82330712357643e-08,2.13765407952706e-08,4.07732692907879e-08,5.06412550969773e-08,0,5.16421905566229e-08
ZSCAN25,2.01709871879507e-09,0,1.63097735417554e-08,1.97027305950844e-08,0,0,0,6.96175188231843e-08,0,0,1.67945598907902e-08,3.49488017744271e-08,0,1.3356983953772e-08
CYP3A5,0,1.56313602936951e-08,0,9.86010637199046e-09,0,0,0,0,1.18453751033525e-08,0,0,1.39558443149737e-08,2.74272731657933e-08,0
TRIM4,8.21407446345115e-09,1.75451488209832e-08,5.10172942751146e-09,1.56908223173782e-08,9.13004035403992e-09,1.71298738920398e-08,2.14318175750166e-08,2.59972034495063e-08,1.51763411845308e-08,0,1.70658451669257e-08,1.7586198136128e-08,2.3944370881614e-08,1.31394056394958e-08
ZKSCAN1,6.18956118074291e-09,7.73321487401486e-09,8.13852699670947e-09,6.36976361096367e-09,9.9161672966644e-09,9.54007496948703e-09,4.76733066879242e-09,1.23754578529647e-08,4.72630329191822e-09,0,7.52053848223451e-09,7.85298366673825e-09,2.12257601065126e-08,5.78493040407089e-09
ZSCAN21,2.02088769738338e-10,0,0,7.30715458296193e-10,0,0,1.62608794896463e-09,9.35856201092843e-10,0,0,1.47080380810317e-09,0,0,1.04317139636017e-09
ZNF3,8.69420142250075e-09,5.45522592078298e-09,2.57575532190693e-08,0,1.40300825118907e-08,5.57580243379924e-09,1.23385670157841e-08,6.05658568837348e-08,1.42783805888553e-08,0,9.75286936448014e-09,0,1.93095392126618e-08,2.22460669204395e-08
COPS6,3.16142674380475e-10,9.94365710535268e-10,7.21898136583002e-10,1.09123140049052e-09,8.44527408870163e-10,8.14714601886313e-10,9.37921855034318e-10,3.32444100746858e-10,6.23350949892949e-10,1.61498135457566e-09,1.01910788878141e-09,1.01530007600463e-09,1.2295796292194e-09,3.52266450650308e-10
MCM7,2.19260098006828e-10,0,7.2964579263532e-10,4.0778736294185e-09,6.94930270765841e-09,1.56816378762643e-09,1.06565616288071e-09,0,3.59521840683162e-09,7.46209263533073e-09,3.80873341088723e-09,3.75157363344875e-09,3.4148668677772e-09,1.07684822286908e-09
AP4M1,7.08328392953001e-10,5.34240481561199e-10,1.23804211370049e-09,3.10416792647868e-09,8.4757348054203e-10,2.12589005010576e-09,5.9426612002625e-10,1.33071662237674e-09,0,2.303503457709e-09,1.05587979287072e-09,1.19994961739527e-09,7.53723418231281e-10,6.66259638948151e-10
TAF6,3.59268152861805e-10,1.95523024888444e-09,7.77703714668049e-10,3.77198006870821e-10,1.60217576703569e-09,9.18179588850052e-10,1.99872694851889e-09,1.20882538748029e-09,7.86892781635253e-10,1.47506019509801e-09,7.38359887984136e-10,1.69054023345471e-09,1.54838324370774e-09,9.36960744573806e-10
CNPY4,4.92069456069589e-11,2.09260664109116e-09,0,3.27686293841849e-09,0,4.34149308824845e-10,0,0,1.89317082101021e-09,1.59875681575958e-09,0,7.39911426264909e-10,6.44314623183526e-10,0
MBLAC1,6.03492327615474e-09,0,0,0,0,0,1.00447313180466e-07,0,0,0,0,1.96521674679368e-07,0,5.54261231569498e-08
LAMTOR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7orf43,2.08895458179379e-10,3.56004950038312e-10,6.34692647526826e-10,0,0,4.61303320008149e-10,9.74870408148318e-10,0,0,0,6.82910477103515e-10,1.64695708670485e-09,1.76696149592968e-09,0
GAL3ST4,2.67078198251343e-07,0,0,0,0,0,0,1.09341158100948e-06,0,0,0,0,0,0
GPC2,0,0,0,0,0,0,0,0,6.40203407223042e-07,1.62130087951234e-06,0,0,0,0
STAG3,1.12687743026771e-07,0,0,2.79506717633502e-06,2.14514861124941e-06,2.90216739148853e-07,1.02913469649197e-06,3.76668472158354e-06,0,0,6.23534539283685e-07,0,0,0
GATS,0,1.10631863308474e-07,0,0,0,0,0,0,0,0,0,0,0,0
PVRIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PILRB,8.99086196125781e-10,8.29649937684795e-10,2.22931679094758e-09,1.20847096011875e-08,4.93657744646768e-09,3.84271795501812e-09,3.47301576618256e-09,0,1.90752584532718e-09,0,9.59391043106266e-09,9.65801197330153e-09,0,0
PILRA,2.03858701105304e-05,5.0883877863159e-07,1.50777909412363e-05,0,0,3.54489541273599e-05,0,0,0,0,6.94235504066956e-07,0,0,5.92158038005869e-06
ZCWPW1,1.28532605372243e-07,1.53104058887241e-07,2.13846533625562e-07,3.61810130485345e-07,3.28103683577613e-07,5.3296151715457e-07,7.59367404077326e-07,3.10663502713001e-07,0,0,0,0,0,1.99478366617445e-07
MEPCE,1.5652454162208e-08,1.20347549159912e-08,2.06211538835686e-08,0,0,2.68681787253093e-08,2.7947731882841e-08,6.83475127733422e-08,3.16410351957427e-08,7.99999900453081e-08,4.81470881157163e-08,2.51639891756807e-08,0,4.63388646803645e-08
PPP1R35,4.70974184310763e-10,1.99894605461284e-09,7.79705328923539e-10,8.35261947564138e-10,2.55677533127226e-09,6.42665521551673e-10,4.70406302939758e-10,0,0,1.50854919278639e-09,1.02516358937891e-09,7.05948913380147e-10,4.33990577101886e-09,1.65161405075473e-10
C7orf61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSC22D4,9.39181556502164e-09,4.12322443866588e-09,6.18110015774139e-09,9.45575375725114e-09,9.65428599211337e-09,1.31965114712672e-08,5.20994780062282e-09,2.39253584471311e-09,5.3672672188483e-09,4.36638848077036e-09,1.0804274267281e-09,1.38158635988486e-08,5.59165036117517e-09,8.57189167792951e-09
AGFG2,0,6.96062302950236e-08,0,0,0,0,0,1.85636270308394e-07,0,0,0,0,0,1.00451615695902e-07
LRCH4,1.9510951507104e-07,8.39328689716331e-08,3.68931743187136e-07,1.9774394339495e-07,6.30083718515431e-08,3.56803074846516e-07,1.40868054586372e-07,1.26297828428934e-07,0,0,8.29459504226756e-08,2.53824619884935e-07,0,2.68119695158473e-07
PCOLCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOSPD3,6.5207241324583e-09,1.41031257050989e-08,1.5110806618559e-08,1.88205316679544e-08,1.66157036826367e-08,5.39752448563033e-09,0,2.31067595115076e-08,1.30181212507508e-08,0,8.90301585098049e-09,3.06082925840716e-08,0,4.98644426839337e-09
TFR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNB2,7.1203164218198e-06,1.47371255173645e-06,8.94565465083579e-06,2.72215918715759e-06,2.164715544308e-06,6.64650420717742e-06,2.98292801554686e-06,4.36051212010901e-06,9.99182443295066e-07,1.08032064398353e-06,1.65181063227995e-06,4.46899249680234e-06,1.19055126566632e-06,6.61946148383576e-06
GIGYF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POP7,1.67631418223062e-07,4.19392805315271e-07,2.02218177815315e-07,4.30676984541238e-07,6.68041085257737e-07,2.26539989986658e-07,2.71531707955896e-07,2.23965479477209e-07,3.85603670334066e-07,2.28207257536701e-07,8.40510012456247e-07,3.2948418881694e-07,3.53145781153979e-07,9.91048007191637e-08
SLC12A9,2.10669491084062e-10,3.60837184141488e-10,7.00854433550749e-10,0,0,6.76263998587646e-10,0,0,0,0,0,8.74242609580877e-10,0,4.40726505637867e-10
TRIP6,2.24696504950702e-08,0,2.99704091573291e-08,0,0,1.4281620501773e-09,3.65779144214348e-09,0,0,0,8.37746580601629e-09,2.32457081252412e-08,1.85268446199707e-08,7.10365766715989e-09
SRRT,9.65030080542913e-10,9.29462698920044e-10,3.41868201179161e-09,2.1541690223699e-09,0,1.57883898610101e-09,4.83283485158829e-10,3.61167755551807e-09,5.96330299301289e-10,0,1.13067581361033e-09,2.07456559363685e-09,9.63126961079242e-10,1.85212148884081e-09
UFSP1,0,3.15635913592384e-08,0,0,0,3.68765980039187e-08,0,0,4.16013490619331e-08,0,2.37264776476082e-08,0,0,0
ACHE,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4702495581077e-06
MUC12,7.76460382311099e-08,0,6.66929262581506e-07,0,0,0,0,1.14658617939983e-06,0,0,0,0,0,0
RP11-395B7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINE1,2.2194884106487e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1S1,2.72098973928453e-06,9.791629639591e-07,3.20991147001031e-06,8.39509171504763e-07,1.88159888137533e-06,1.40207912629897e-06,2.16608131613562e-06,0,1.46959713647879e-06,1.35443226031922e-06,4.451009365373e-07,3.75157480763534e-06,7.86924211592856e-07,1.69246130131554e-06
PLOD3,1.5836406477281e-09,8.71772890878386e-10,1.39113466035223e-09,1.104032317828e-09,0,2.08457759031069e-09,1.92092361969475e-09,1.2830631818488e-09,2.32732894203231e-09,0,2.3253417353577e-09,1.86038277080184e-09,0,1.50541103124086e-09
ZNHIT1,1.07058179638661e-08,1.20593367068571e-08,2.08901645950174e-08,1.34354952288488e-08,1.55043403841955e-08,1.54569848292728e-08,1.36948794770843e-08,1.37536046497457e-08,1.14991995953282e-08,2.29918009739557e-08,6.53074183811681e-09,2.75113086658949e-08,8.38034289877061e-09,1.06166224219327e-08
CLDN15,1.29194066457562e-08,6.19982996210091e-08,0,6.57117999370003e-08,6.92836036478835e-08,0,2.17877108614323e-07,0,0,0,6.25828880532366e-08,1.1052854014924e-07,0,3.46668347576307e-08
FIS1,6.79383144726998e-10,2.22387924765887e-09,2.14643989261437e-09,2.12586573654494e-09,1.67844000774744e-09,1.60780753267091e-09,1.35489729586695e-09,1.77395940831699e-09,1.10834165951343e-09,1.45290228893414e-09,1.99034129869229e-09,1.73826356784805e-09,2.12794439477373e-09,5.5583632949142e-10
RABL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUX1,1.43923571287436e-06,3.53042729862719e-07,9.27661665076121e-07,1.3105024875011e-06,6.43493122391179e-07,4.85812045000927e-06,8.85361409918593e-07,0,0,0,2.80698332887177e-07,7.31164757860638e-07,0,7.14738028568319e-07
SH2B2,2.37823545778155e-06,0,2.8822748706535e-06,6.61329788584556e-07,0,6.50352187818531e-06,1.50123927274831e-06,0,0,0,6.40511103797578e-07,0,0,7.390434973417e-07
PRKRIP1,5.25144096195554e-10,6.82056843942044e-10,5.32155686834794e-10,1.13096649744863e-09,1.27025749391488e-09,4.76161276137155e-10,5.18324770337391e-10,1.38072682737796e-09,6.07507600076798e-10,0,3.18458345894107e-10,1.02913173830997e-09,6.28393143212377e-10,3.53972310781595e-10
ORAI2,5.17864329797304e-08,4.6054641534387e-08,1.05282059313655e-07,9.93805248892142e-09,1.81826537368218e-08,8.74021186968252e-08,1.84686367293917e-07,4.04849524906836e-08,1.7262939260891e-08,4.35219367965227e-08,4.03515710893282e-08,4.65983853391136e-08,1.4431335973058e-07,1.16286952651693e-07
ALKBH4,8.89475555816602e-10,2.38550298397078e-09,2.13996750088814e-09,4.19412455519107e-09,0,0,1.33839087167721e-09,3.11374752585915e-09,0,5.23980118558251e-09,0,6.54709536475694e-09,2.51310704712113e-09,0
LRWD1,1.16678028292235e-09,1.77920719759596e-09,1.11286061867523e-09,1.95583707178907e-09,2.06440293367812e-09,5.83549012191663e-09,1.11552827410391e-08,1.62403175586996e-09,3.44960479284409e-09,5.51685925259097e-09,1.14292972377158e-09,5.25028705448921e-09,5.19248062955803e-09,3.6273530968808e-09
POLR2J,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2J3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPK3BL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM185A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMC10,6.27130780520222e-10,8.79324222128608e-10,1.17403537836329e-09,2.2601603989858e-09,3.10588747460853e-09,1.91315201279995e-09,2.46188450894304e-09,0,3.92033472801371e-09,3.19749429232011e-09,5.2565688396026e-09,7.4916838820669e-09,2.73308963954024e-09,4.3606496922821e-10
NAPEPLD,1.25412234965967e-09,7.92110415429702e-09,0,5.58207177483236e-09,7.70195546900245e-09,2.88367874116169e-09,5.978752860616e-09,7.15874814300285e-09,5.6954795908287e-09,0,4.55641887767111e-09,0,9.19696445458678e-09,0
PMPCB,6.26803615370223e-10,2.22942842495976e-09,1.73193123876876e-09,1.8097800758322e-09,1.02193022336467e-09,1.24015995264243e-09,2.18058832417892e-09,2.02971190621404e-09,3.83272409998843e-09,1.75945473207971e-09,2.62710908001356e-09,1.26166210841779e-09,1.11558455990287e-09,2.12014241639501e-09
DNAJC2,2.37908976960105e-09,1.72584676403078e-09,3.28296961667579e-09,3.39298520446877e-09,3.01555509146314e-09,2.27503190342815e-09,6.56445984465144e-10,8.74656841825631e-09,1.05209968830714e-09,0,7.26094699942426e-09,4.31130847392113e-09,3.19252955813349e-09,2.48744437744991e-09
PSMC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORC5,1.10082369229604e-09,3.05800296134735e-09,0,0,0,4.14977704852639e-09,0,1.0331642360346e-08,1.10742976607885e-08,0,6.26530897542493e-09,5.7547630634176e-09,0,4.90221182517961e-09
RP11-325F22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMT2E-AS1,1.18751151390057e-09,7.37576881197999e-10,0,0,2.36488314680003e-09,1.76313526594339e-09,0,1.18933804249613e-08,0,0,0,1.57012663206579e-09,0,0
KMT2E,2.62737988341558e-08,4.23885054019655e-08,2.89620699295568e-08,5.23852385940326e-08,8.34829067373665e-08,2.40906556389656e-08,5.72311315658492e-08,1.06140632649459e-07,2.61895917839259e-08,4.56808325182342e-08,2.5660442200437e-08,3.85732086125725e-08,3.80207396314337e-08,3.1008817139578e-08
CTB-152G17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRPK2,9.62775401896556e-08,2.16153155527029e-07,1.74171625750499e-07,4.02310744176314e-07,3.92318375115465e-07,4.83005553371297e-08,1.78076073908584e-07,1.18174663736843e-07,2.04392083889226e-07,7.19248073503673e-07,3.0081578740759e-08,1.29791229966432e-07,1.16605743438857e-07,1.96848257770511e-07
PUS7,0,3.67882326494333e-10,0,0,2.15227102260425e-09,0,1.01419817511916e-09,0,0,0,5.06447015218221e-09,0,0,0
RINT1,5.09288651077385e-11,3.75898205905843e-10,4.59989291293801e-10,3.49993263114091e-10,0,8.87751353216653e-11,1.78894518156926e-10,1.14812523374533e-09,5.4987588957184e-10,0,4.1071111499483e-10,3.09080842013267e-10,2.76279287879585e-10,6.79373434508874e-11
ATXN7L1,5.33067798609319e-07,0,8.11363662276584e-07,9.16725672792049e-07,0,1.65423168078226e-07,0,2.7775440332694e-07,3.17742357148802e-07,1.2292247046565e-06,0,0,0,0
CDHR3,6.75569728556343e-07,1.13241340767853e-05,0,3.18258351129637e-05,0,0,0,2.25969971424915e-05,5.64224057431034e-05,0,0,0,0,1.91976243219384e-05
SYPL1,4.37737995180673e-08,8.76529053603804e-08,4.97815518490029e-08,5.78048888331424e-08,2.53829273970382e-08,5.03109899677368e-08,8.84128726961779e-08,6.66156764189669e-08,9.14898651052168e-08,2.3960660995048e-08,4.17973309968774e-08,2.8521840349608e-08,9.33183183816631e-08,1.69198764973813e-08
NAMPT,1.71436975468387e-08,3.74689478199429e-09,2.60914405787188e-08,1.58346618691373e-09,1.15996517476418e-09,3.84855862766193e-08,3.91658218872983e-09,1.02257733650885e-08,3.3909677474616e-09,2.99302579207087e-09,1.87232559876859e-08,1.02083503344159e-08,1.52407586556479e-09,2.44958796121474e-08
RP11-22N19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC71L,1.3367900267748e-08,0,2.23696810091549e-08,1.01388838212337e-08,0,9.77813899260536e-09,9.38141922467887e-09,0,0,0,8.85051372059886e-09,6.85394953499888e-09,1.7281620008886e-08,2.80683313146348e-08
PIK3CG,1.96615339617996e-07,1.10674036298094e-07,3.12036048255491e-07,1.23461446696648e-06,9.56108340916305e-07,2.46997833784615e-07,0,4.28927804469275e-07,2.18554304904617e-07,6.80519623477462e-07,0,1.07882690571004e-06,0,0
PRKAR2B,0,0,3.99147731856781e-07,0,0,0,0,0,0,0,0,5.38690088107001e-07,0,0
HBP1,7.93980839189594e-09,6.76849763633767e-09,5.24397189340102e-09,5.08177461122313e-09,9.08132625058318e-09,9.1163603485679e-09,7.78824329617686e-09,2.43050612166733e-08,6.16610615159035e-09,6.81101421045679e-09,4.41625792064711e-09,6.26351241700492e-09,6.03919078364776e-09,9.8206471277633e-09
COG5,2.5891188912581e-10,8.54996488282931e-10,4.72723412280951e-10,7.14683904494413e-10,8.74486054271814e-10,1.26462929708699e-09,0,8.14424875016535e-10,0,0,5.62499912153451e-10,9.64058735840082e-10,0,1.32496548198323e-09
DUS4L,2.94056774871949e-11,2.59488811216614e-10,4.30341313248866e-10,0,0,0,5.5442950646537e-10,8.12030945705373e-10,0,0,5.3825001452781e-10,0,0,0
BCAP29,5.34805212083841e-09,8.61409707892636e-10,8.42932463301917e-09,5.63137274908415e-09,3.84017145377207e-09,1.04231131711995e-08,1.57919410892872e-09,3.61627672395643e-09,2.46659274979345e-09,1.06271209041918e-08,5.45535515510973e-09,1.18638765359485e-08,5.07905273011803e-09,4.27862974686959e-09
AC002467.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBLL1,2.21079704603097e-08,7.46948602620509e-08,3.28863930540187e-08,6.97839672937491e-08,3.3773254509808e-08,3.67347741552224e-08,2.52957422735308e-08,1.03150012171256e-07,2.86524401092665e-08,0,4.2700806507914e-08,4.80976832346751e-08,3.88404867755109e-08,2.56947108203687e-08
DLD,1.68398843622439e-09,7.50219073115687e-10,2.18618065983033e-09,3.18231340406267e-09,2.78705348075187e-09,2.79627989736311e-09,1.83105947376727e-09,5.66506513363582e-09,1.20728164516917e-09,3.21634038992758e-09,1.95612298722872e-09,3.70275927618552e-09,1.7027941257742e-09,3.25580418821296e-09
LAMB1,2.19682799551022e-06,6.29959545628503e-06,0,2.72880566065169e-05,3.87098856575993e-05,0,0,0,0,0,2.34654136090003e-05,1.03349259357267e-05,0,0
PNPLA8,1.44699386446163e-09,8.16694392279142e-10,9.76607151729033e-10,1.73944817533134e-09,3.61680056998866e-10,2.05936150739875e-09,2.06896094121429e-09,3.63204438306628e-09,8.62091144189656e-10,0,2.21999665748619e-10,4.04753817283e-10,1.86606898501307e-09,2.15997399917213e-09
THAP5,6.19015406661405e-10,1.13640824514733e-09,3.57525988775694e-09,1.93429446487459e-09,2.44930024407894e-09,6.87366525399775e-10,8.79222790634578e-10,6.47331926201615e-09,2.20348769091858e-09,0,1.00394451051976e-09,6.43107709340887e-10,3.46977083488149e-09,0
DNAJB9,3.99630877926724e-09,9.82363247326527e-09,3.4265924003001e-09,7.95864960172173e-09,1.0639744267913e-08,6.32329676419715e-09,5.76340987558552e-09,1.57591642123784e-08,5.87748561195472e-09,9.43450184604075e-09,5.85755974069363e-09,1.35617273085786e-08,6.49572277677685e-09,4.68620458301937e-09
IMMP2L,4.17523464578336e-09,3.53522350016204e-08,0,1.1066554045841e-07,0,2.08495264007705e-08,4.22855509213721e-08,0,4.23694106777094e-08,0,0,1.37955943494317e-07,7.09753856200212e-08,0
LRRN3,5.07795278308159e-12,7.56979187582385e-11,5.7782094842538e-11,0,0,0,5.78235058367931e-11,3.90620671564372e-10,0,0,1.19935286334679e-10,0,0,0
